819,KOI-351,d,Transit,7,59.73667,0.00038,-0.00038,0.32,0.05,-0.05,0.0,89.71,0.0,1.0,1.2,0.1,1.2,0.1,0.0,0.0,0.0,0.026,-0.003
820,KOI-351,e,Transit,7,91.93913,0.00073,-0.00073,0.42,0.06,-0.06,0.0,89.79,0.0,1.0,1.2,0.1,1.2,0.1,0.0,0.0,0.0,0.024,-0.003

843,Kepler-102,c,Transit,5,7.07142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.81,0.04,0.76,0.07,3.0,0.0,0.0,0.005,0.0
844,Kepler-102,d,Transit,5,10.3117,0.0,0.0,0.0,0.0,0.0,13.27,0.0,0.0,1.0,0.81,0.04,0.76,0.07,3.8,1.8,-1.8,0.011,0.0

858,Kepler-107,b,Transit,4,3.179997,1.1e-05,-1.1e-05,0.044,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.41,0.05,0.0,0.0,0.0,0.014,-0.001
859,Kepler-107,c,Transit,4,4.901425,1.6e-05,-1.6e-05,0.059,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.41,0.05,0.0,0.0,0.0,0.017,-0.002

636,Kepler-11,e,Transit,6,31.9996,0.0008,-0.0012,0.195,0.002,-0.002,0.58,88.89,1.0,1.0,0.95,0.1,1.1,0.1,8.0,1.5,-2.1,0.038,-0.001
637,Kepler-11,f,Transit,6,46.6888,0.0027,-0.0032,0.25,0.002,-0.002,0.69,89.47,1.0,1.0,0.95,0.1,1.1,0.1,2.0,0.8,-0.9,0.023,-0.001

874,Kepler-114,b,Transit,3,5.188549,1.2e-05,-1.2e-05,0.053,0.0,0.0,0.0,0.0,0.0,1.0,0.56,0.06,0.67,0.04,0.0,0.0,0.0,0.012,-0.001
875,Kepler-114,c,Transit,3,8.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.06,0.67,0.04,2.8,0.6,-0.6,0.015,-0.002

875,Kepler-114,c,Transit,3,8.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.06,0.67,0.04,2.8,0.6,-0.6,0.015,-0.002
876,Kepler-114,d,Transit,3,11.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.56,0.06,0.67,0.04,3.9,1.7,-1.7,0.023,-0.003

894,Kepler-122,e,Transit,5,37.993273,0.00039,-0.00039,0.227,0.0,0.0,0.0,0.0,1.0,1.0,0.99,0.0,1.22,0.24,0.0,0.0,0.0,0.024,-0.005
895,Kepler-122,f,Transit Ti,5,56.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.99,0.0,1.22,0.24,36.0,19.4,-16.2,0.016,-0.002

896,Kepler-123,b,Transit,2,17.232366,5.6e-05,-5.6e-05,0.135,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.0,1.26,0.24,0.0,0.0,0.0,0.027,-0.005
897,Kepler-123,c,Transit,2,26.695074,0.000468,-0.000468,0.181,0.0,0.0,0.0,0.0,0.0,1.0,1.03,0.0,1.26,0.24,0.0,0.0,0.0,0.014,-0.003

909,Kepler-128,b,Transit,2,15.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.18,0.07,1.66,0.04,30.7,6.0,-6.0,0.01,0.0
910,Kepler-128,c,Transit,2,22.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.18,0.07,1.66,0.04,33.3,3.3,-3.3,0.01,0.0

1070,Kepler-197,c,Transit,4,10.349695,4.5e-05,-4.5e-05,0.09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.12,0.03,0.0,0.0,0.0,0.011,0.0
