0.000000e+00	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	2.832915e+00	6.898269e-02	7.853982e-01
4.000373e+01	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	2.265820e+00	6.898269e-02	1.033454e-01
8.000495e+01	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	7.752495e+00	6.898269e-02	5.427018e+00
1.200047e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	6.821324e+00	6.898269e-02	4.443255e+00
1.600044e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	5.888220e+00	6.898269e-02	3.609888e+00
2.000034e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	4.886533e+00	6.898269e-02	2.780758e+00
2.400045e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	4.088003e+00	6.898269e-02	2.086733e+00
2.800066e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	3.367432e+00	6.898269e-02	1.379023e+00
3.200030e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	8.413939e+00	6.898269e-02	6.220659e+00
3.600068e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	7.850768e+00	6.898269e-02	5.541174e+00
4.000055e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	6.832740e+00	6.898269e-02	4.454249e+00
4.400028e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	5.678270e+00	6.898269e-02	3.434445e+00
4.800048e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	4.948906e+00	6.898269e-02	2.832683e+00
5.200059e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	4.146295e+00	6.898269e-02	2.139958e+00
5.600015e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	2.834453e+00	6.898269e-02	7.871878e-01
6.000041e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	8.454227e+00	6.898269e-02	6.270141e+00
6.400056e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	7.681607e+00	6.898269e-02	5.345793e+00
6.800079e+02	5.100000e-02	1.000000e-01	0.000000e+00	0.000000e+00	2.181662e+00	6.984661e+00	6.898269e-02	4.602888e+00
