TESTP10J,1.000000,1.000000,2 
0.000900,0.100000,0.000001 
0.000300,0.080000,0.000001 
0.000000e+00	9.0826210542e-02	1.000000e-01	9.986523e+00	1.570796e+00	nan	nan	nan	0.000000e+00
0.000000e+00	1.5145835415e-01	1.000000e-01	2.151135e+01	1.570796e+00	nan	nan	nan	nan
4.001521e+01	9.0753347284e-02	9.844692e-02	9.974508e+00	1.720353e+00	5.384995e+00	5.303238e+00	7.105348e+00	0.000000e+00
4.001521e+01	1.5158533579e-01	1.031177e-01	2.153840e+01	1.576089e+00	6.180165e+00	6.168349e+00	7.756254e+00	4.036214e-01
8.001476e+01	9.0751765652e-02	9.534768e-02	9.974248e+00	1.855555e+00	3.928665e+00	3.865514e+00	5.784220e+00	0.000000e+00
8.001476e+01	1.5106005446e-01	1.062320e-01	2.142655e+01	1.641421e+00	5.805423e+00	5.751571e+00	7.446844e+00	9.707266e-01
1.200143e+02	9.0791643460e-02	9.104298e-02	9.980823e+00	1.972399e+00	2.503129e+00	2.553628e+00	4.475528e+00	0.000000e+00
1.200143e+02	1.5041666979e-01	1.105499e-01	2.128981e+01	1.754059e+00	5.421548e+00	5.331518e+00	7.175608e+00	1.620103e+00
1.600139e+02	9.0816660292e-02	8.661107e-02	9.984948e+00	2.066053e+00	1.116610e+00	1.197248e+00	3.182663e+00	0.000000e+00
1.600139e+02	1.5014396787e-01	1.164353e-01	2.123193e+01	1.878294e+00	5.060448e+00	4.947208e+00	6.938742e+00	2.345583e+00
2.000134e+02	9.0801904530e-02	8.311043e-02	9.982515e+00	2.131945e+00	6.048635e+00	6.027625e+00	8.180580e+00	0.000000e+00
2.000134e+02	1.5066127460e-01	1.220417e-01	2.134176e+01	1.987155e+00	4.760665e+00	4.638953e+00	6.747821e+00	3.183116e+00
2.400130e+02	9.0812819455e-02	8.224864e-02	9.984315e+00	2.173874e+00	4.719859e+00	4.637839e+00	6.893734e+00	0.000000e+00
2.400130e+02	1.5116208819e-01	1.242390e-01	2.144826e+01	2.132475e+00	4.486990e+00	4.369964e+00	6.619465e+00	4.171322e+00
2.800125e+02	9.0766013929e-02	8.587467e-02	9.976597e+00	2.234048e+00	3.369858e+00	3.351928e+00	5.603906e+00	0.000000e+00
2.800125e+02	1.5123845583e-01	1.193317e-01	2.146452e+01	2.311774e+00	4.254725e+00	4.153547e+00	6.566499e+00	5.295042e+00
3.200121e+02	9.0763501940e-02	8.852455e-02	9.976183e+00	2.348876e+00	1.955856e+00	2.035013e+00	4.304732e+00	0.000000e+00
3.200121e+02	1.5072936965e-01	1.166531e-01	2.135623e+01	2.445754e+00	4.156560e+00	4.063608e+00	6.602313e+00	2.678337e-01
3.600117e+02	9.0796215212e-02	8.745812e-02	9.981576e+00	2.453018e+00	5.535383e-01	6.031478e-01	3.006556e+00	0.000000e+00
3.600117e+02	1.5027612180e-01	1.172075e-01	2.125997e+01	2.577768e+00	4.126545e+00	4.035201e+00	6.704313e+00	1.665867e+00
4.000112e+02	9.0806319430e-02	8.810271e-02	9.983243e+00	2.524549e+00	5.476686e+00	5.409116e+00	8.001236e+00	0.000000e+00
4.000112e+02	1.5073539214e-01	1.102452e-01	2.135751e+01	2.667135e+00	4.177763e+00	4.088300e+00	6.844899e+00	3.164012e+00
4.400108e+02	9.0810863985e-02	9.345952e-02	9.983992e+00	2.607782e+00	4.103788e+00	4.031187e+00	6.711570e+00	0.000000e+00
4.400108e+02	1.5114680607e-01	1.033952e-01	2.144501e+01	2.775409e+00	4.267895e+00	4.178870e+00	7.043304e+00	4.767256e+00
4.800103e+02	9.0747731795e-02	9.777832e-02	9.973583e+00	2.779218e+00	2.618607e+00	2.663586e+00	5.397825e+00	0.000000e+00
4.800103e+02	1.5093851199e-01	9.801522e-02	2.140069e+01	2.818302e+00	4.534632e+00	4.440225e+00	7.352935e+00	2.456416e-01
5.200099e+02	9.0814166099e-02	9.371966e-02	9.984537e+00	2.925495e+00	1.163702e+00	1.252721e+00	4.089197e+00	0.000000e+00
5.200099e+02	1.5007402446e-01	1.010815e-01	2.121710e+01	2.885171e+00	4.822554e+00	4.721476e+00	7.707725e+00	2.117573e+00
5.600094e+02	9.0786097919e-02	9.205806e-02	9.979908e+00	3.014354e+00	6.070504e+00	6.049156e+00	9.084858e+00	0.000000e+00
5.600094e+02	1.5094553359e-01	1.060131e-01	2.140219e+01	2.913600e+00	5.151819e+00	5.051856e+00	8.065419e+00	4.031626e+00
6.000090e+02	9.0757000335e-02	9.532578e-02	9.975111e+00	-3.124012e+00	4.622576e+00	4.528852e+00	1.498564e+00	0.000000e+00
6.000090e+02	1.5139466146e-01	1.046124e-01	2.149778e+01	2.956858e+00	5.552008e+00	5.476476e+00	8.508866e+00	6.076810e+00
6.400085e+02	9.0802892556e-02	8.811187e-02	9.982678e+00	-2.985850e+00	3.173964e+00	3.171343e+00	1.881144e-01	0.000000e+00
6.400085e+02	1.5021266641e-01	1.114699e-01	2.124651e+01	3.080844e+00	5.946859e+00	5.905781e+00	9.027702e+00	2.003584e+00
6.800081e+02	9.0787607952e-02	8.474038e-02	9.980157e+00	-2.938123e+00	1.846949e+00	1.926388e+00	-1.091174e+00	0.000000e+00
6.800081e+02	1.5047618776e-01	1.185056e-01	2.130244e+01	-3.061481e+00	3.138948e-02	3.560838e-02	-3.030092e+00	4.252298e+00
7.200077e+02	9.0840513334e-02	8.703346e-02	9.988882e+00	-2.814140e+00	4.237682e-01	4.626099e-01	-2.390371e+00	0.000000e+00
7.200077e+02	1.5119653207e-01	1.199668e-01	2.145559e+01	-2.947187e+00	5.309308e-01	5.985228e-01	-2.416257e+00	3.719979e-01
7.600072e+02	9.0811073298e-02	8.022079e-02	9.984027e+00	-2.759564e+00	5.361186e+00	5.294162e+00	2.601622e+00	0.000000e+00
7.600072e+02	1.5021640947e-01	1.233450e-01	2.124730e+01	-2.787316e+00	1.032019e+00	1.144316e+00	-1.755297e+00	2.930533e+00
8.000068e+02	9.0760821660e-02	8.509690e-02	9.975741e+00	-2.725910e+00	4.042941e+00	3.979683e+00	1.317032e+00	0.000000e+00
8.000068e+02	1.5063180490e-01	1.199915e-01	2.133550e+01	-2.612114e+00	1.573682e+00	1.692782e+00	-1.038431e+00	5.615201e+00
